Date1,Date2,Days,acctrefno,application_id,multiply_to
2022-07-20,2022-07-28,8,426421,22032200TTTX,1
2022-08-31,2022-09-07,7,426421,22032200TTTX,1
2022-06-08,2022-09-13,-97,426645,22030404S9OK,-1
2022-06-23,2022-09-13,-81,426751,22032206ZNTX,-1
2022-06-22,2022-09-13,-83,426937,22032301CTMI,-1
2022-06-03,2022-09-13,-102,426969,2203230266OK,-1
2022-06-22,2022-09-13,-83,427125,220323055LAR,-1
2022-06-03,2022-09-13,-102,427419,2203240133TN,-1
2022-06-03,2022-09-13,-102,427646,220324056HOK,-1
2022-06-09,2022-09-13,-96,427661,22032405GNMS,-1
2022-09-08,2022-09-13,-5,428127,22032504DYMN,-1
2022-06-03,2022-09-13,-102,428585,2203260324AL,-1
2022-06-15,2022-09-13,-89,428898,22032800MNFL,-1
2022-06-03,2022-09-13,-102,428940,22032801GZSC,-1
2022-07-20,2022-09-13,-54,428945,22032801KNKS,-1
2022-08-01,2022-08-15,14,428960,22032801WMMO,1
2022-06-10,2022-09-13,-95,428989,220328026QFL,-1
2022-06-09,2022-09-13,-96,429071,220328040MLA,-1
2022-06-03,2022-09-13,-102,429075,220328042BTX,-1
2022-06-10,2022-09-13,-95,429545,220329036SLA,-1
2022-06-17,2022-07-27,40,432058,22033006TCMO,1
2022-08-12,2022-08-26,14,432058,22033006TCMO,1
2022-07-03,2022-09-13,-72,432060,22033104RGKY,-1
2022-08-12,2022-09-13,-32,432075,22033105PGAL,-1
2022-07-05,2022-09-13,-69,432105,22033100HJIN,-1
2022-06-14,2022-09-13,-90,432123,220331013MAL,-1
2022-06-17,2022-06-23,6,432135,22033005CVKY,1
2022-06-10,2022-07-08,28,432150,22033102HFTX,1
2022-07-15,2022-07-22,7,432150,22033102HFTX,1
2022-08-05,2022-08-12,7,432150,22033102HFTX,1
2022-08-19,2022-09-09,21,432150,22033102HFTX,1
2022-06-15,2022-09-13,-89,432167,22033004HKFL,-1
2022-07-03,2022-09-13,-72,432283,2204010467MI,-1
2022-06-07,2022-09-13,-98,432309,22040101W5IN,-1
2022-06-10,2022-06-24,14,432314,22040101P8WI,1
2022-07-01,2022-07-15,14,432314,22040101P8WI,1
2022-07-22,2022-08-26,35,432314,22040101P8WI,1
2022-09-09,2022-09-13,-4,432314,22040101P8WI,-1
2022-07-01,2022-09-13,-74,432334,220404058JTN,-1
2022-07-20,2022-09-13,-54,432336,22040405D9MI,-1
2022-06-10,2022-09-13,-95,432394,22040405SRSC,-1
2022-06-10,2022-09-13,-95,432478,220404070BFL,-1
2022-06-06,2022-09-13,-99,432508,2203160140TX,-1
2022-07-13,2022-07-13,0,432516,22032804PNFL,1
2022-08-25,2022-09-13,-18,432516,22032804PNFL,-1
2022-06-24,2022-09-13,-81,432729,22040501RBTX,-1
2022-06-16,2022-09-13,-89,432769,22040502LCLA,-1
2022-06-24,2022-09-13,-81,433214,220406011TAL,-1
2022-08-24,2022-08-24,0,433256,2204060237FL,1
2022-07-13,2022-09-13,-61,433348,22040603WVSC,-1
2022-07-01,2022-09-13,-74,433748,22040700S5AL,-1
2022-07-01,2022-08-04,33,434046,22040706JQTX,1
2022-06-17,2022-07-16,29,434278,22040800Z5FL,1
2022-07-22,2022-09-13,-53,434278,22040800Z5FL,-1
2022-06-17,2022-09-13,-88,434301,2204080193LA,-1
2022-06-23,2022-09-13,-81,434410,22040803J3TX,-1
2022-06-28,2022-09-13,-77,434797,220409016NFL,-1
2022-07-01,2022-07-05,4,435244,22041100DRAL,1
2022-07-15,2022-09-13,-60,435244,22041100DRAL,-1
2022-09-02,2022-09-09,6,435396,22041103PZAL,1
2022-06-30,2022-09-13,-75,435527,22041106DWAL,-1
2022-06-22,2022-06-29,7,435579,2204110739FL,1
2022-07-06,2022-08-03,28,435579,2204110739FL,1
2022-09-07,2022-09-13,-6,435579,2204110739FL,-1
2022-08-18,2022-09-13,-26,435585,2204110761OK,-1
2022-06-24,2022-09-13,-81,435599,22041107BDTN,-1
2022-06-23,2022-09-13,-82,435763,22040704NCSC,-1
2022-07-03,2022-09-13,-72,435768,2204120142MS,-1
2022-06-27,2022-09-13,-77,435774,2204120192FL,-1
2022-08-03,2022-09-13,-40,435830,22041202QDTN,-1
2022-07-28,2022-09-13,-47,435934,22041204LLFL,-1
2022-07-03,2022-09-03,62,436110,220412078KAR,1
2022-06-24,2022-09-13,-81,436293,22041301YGMI,-1
2022-06-27,2022-09-13,-78,436403,22041304BDMI,-1
2022-06-28,2022-08-16,49,436464,22041305G6KY,1
2022-08-23,2022-09-13,-21,436464,22041305G6KY,-1
2022-06-24,2022-09-13,-81,436705,220401019VTN,-1
2022-06-24,2022-09-13,-81,436731,22041400Z9AL,-1
2022-06-30,2022-09-13,-75,437210,22041500T1TN,-1
2022-06-24,2022-07-08,14,437263,22041501W9LA,1
2022-07-15,2022-07-29,14,437263,22041501W9LA,1
2022-08-05,2022-09-09,35,437263,22041501W9LA,1
2022-06-29,2022-09-13,-76,438087,22041800L2WI,-1
2022-07-16,2022-09-13,-59,438097,22033000NYKY,-1
2022-07-07,2022-09-13,-67,438191,22041803C3TX,-1
2022-07-01,2022-09-13,-74,438385,220418072MMI,-1
2022-07-08,2022-07-22,14,438527,22041900LWTX,1
2022-07-08,2022-09-13,-67,438584,22041901V5TX,-1
2022-07-15,2022-09-13,-60,438609,2204190285KY,-1
2022-07-14,2022-07-28,14,438645,22041902YBMS,1
2022-07-08,2022-09-13,-67,438657,22041903B6WI,-1
2022-08-11,2022-08-18,7,438716,22041904YCIN,1
2022-08-25,2022-09-01,7,438716,22041904YCIN,1
2022-06-28,2022-09-13,-77,438811,22041905SDFL,-1
2022-07-01,2022-07-08,7,439091,22042002RJKY,1
2022-07-29,2022-08-05,7,439091,22042002RJKY,1
2022-09-02,2022-09-09,7,439091,22042002RJKY,1
2022-07-22,2022-09-13,-53,439097,22042002Y5TN,-1
2022-06-30,2022-09-13,-75,439353,2204200714MI,-1
2022-07-12,2022-09-13,-62,439485,22042100JJSC,-1
2022-06-30,2022-09-13,-75,439535,22032601Y4MO,-1
2022-06-30,2022-09-13,-75,439542,22042101X5TN,-1
2022-07-01,2022-09-13,-74,439602,220421035NMO,-1
2022-06-30,2022-09-13,-75,439648,220408025NLA,-1
2022-07-14,2022-07-15,1,439734,22042105GKMI,1
2022-07-11,2022-09-13,-64,440948,22042501PWSC,-1
2022-07-08,2022-08-05,28,441034,22042503TWTN,1
2022-08-19,2022-09-13,-25,441034,22042503TWTN,-1
2022-07-07,2022-09-13,-68,441105,22042505HBFL,-1
2022-07-08,2022-09-13,-67,441112,22042505HKFL,-1
2022-07-11,2022-09-13,-64,441233,220425084FTX,-1
2022-07-08,2022-09-13,-67,441346,22042600SPIN,-1
2022-07-08,2022-08-05,28,441354,22042600X8FL,1
2022-08-19,2022-09-13,-25,441354,22042600X8FL,-1
2022-07-12,2022-09-13,-63,441405,2204260254OK,-1
2022-08-31,2022-09-13,-12,441464,22042603LDIN,-1
2022-09-01,2022-09-13,-12,441533,22042604TRWI,-1
2022-07-07,2022-09-06,61,442181,220418062GSC,1
2022-08-01,2022-08-03,2,442238,220405017ZMI,1
2022-07-08,2022-09-13,-67,442318,22040505RRTX,-1
2022-07-07,2022-09-13,-68,442422,22042805V9FL,-1
2022-07-22,2022-09-13,-53,442680,22042900VBIN,-1
2022-09-01,2022-09-13,-12,442746,220429023CTX,-1
2022-08-07,2022-08-29,22,443179,220430018HFL,1
2022-09-07,2022-09-13,-6,443179,220430018HFL,-1
2022-07-08,2022-09-13,-67,443587,22040801DPIN,-1
2022-07-13,2022-09-13,-61,443607,22031707RTTX,-1
2022-07-18,2022-09-13,-56,443609,220502017RSC,-1
2022-07-08,2022-07-11,3,443943,220502099WTX,1
2022-07-22,2022-08-09,18,443943,220502099WTX,1
2022-08-19,2022-08-20,1,443943,220502099WTX,1
2022-08-26,2022-09-02,7,443943,220502099WTX,1
2022-07-21,2022-09-01,42,444208,22050305S8FL,1
2022-07-15,2022-09-13,-60,444290,2205030715OK,-1
2022-07-14,2022-07-28,14,444447,22050400WCTN,1
2022-08-04,2022-08-18,14,444447,22050400WCTN,1
2022-09-08,2022-09-13,-5,444447,22050400WCTN,-1
2022-08-10,2022-09-13,-33,444607,22050404S6FL,-1
2022-09-03,2022-09-13,-10,444895,220505013TMI,-1
2022-08-19,2022-09-10,22,444942,220505022YMO,1
2022-07-23,2022-09-13,-52,444956,22050502D2TX,-1
2022-07-15,2022-09-13,-60,444987,22050502ZJTX,-1
2022-07-19,2022-09-13,-55,445406,2205060226MI,-1
2022-07-15,2022-09-13,-60,446219,22050901WTSC,-1
2022-08-12,2022-09-13,-32,446328,22050904HDTX,-1
2022-07-15,2022-09-13,-60,446401,220509062KSC,-1
2022-07-29,2022-09-13,-46,446603,22051000M3FL,-1
2022-07-22,2022-08-11,20,446607,22051000PZOK,1
2022-08-19,2022-09-13,-25,446607,22051000PZOK,-1
2022-07-22,2022-09-13,-52,446704,22051002PXFL,-1
2022-08-11,2022-08-12,1,447168,22051102WCKS,1
2022-08-05,2022-08-09,4,447351,220511067ZMS,1
2022-09-03,2022-09-13,-10,447351,220511067ZMS,-1
2022-08-19,2022-08-29,10,447512,22051200JZFL,1
2022-08-02,2022-09-13,-41,447881,220512089QMN,-1
2022-07-22,2022-08-11,20,447977,22051300PQFL,1
2022-07-22,2022-09-13,-53,448005,22051301CZKY,-1
2022-07-28,2022-09-13,-47,448836,22051600Y3OK,-1
2022-07-26,2022-09-13,-48,448840,22041305DSSC,-1
2022-08-24,2022-08-26,1,448846,220516012JMI,1
2022-07-25,2022-08-26,32,448928,22051602QZSC,1
2022-09-05,2022-09-13,-8,448928,22051602QZSC,-1
2022-07-29,2022-09-13,-46,449173,220516088CFL,-1
2022-08-12,2022-09-13,-32,449504,22051705H6MI,-1
2022-07-29,2022-07-29,0,449791,2205180252IN,1
2022-08-05,2022-09-13,-39,449791,2205180252IN,-1
2022-07-28,2022-09-13,-47,449941,22051805FZAL,-1
2022-08-03,2022-09-13,-41,450199,220519014LKY,-1
2022-08-01,2022-09-13,-43,450277,2205190332TX,-1
2022-08-18,2022-09-13,-26,450439,22051906D6MO,-1
2022-09-08,2022-09-13,-5,450457,22051906RQKY,-1
2022-08-24,2022-09-13,-19,451207,220521029CFL,-1
2022-08-01,2022-09-13,-43,451593,22052301BLKY,-1
2022-09-02,2022-09-13,-11,451636,22052302CJAR,-1
2022-07-29,2022-08-03,5,451819,22052306RPTX,1
2022-08-09,2022-08-09,0,452248,22052405KVSC,1
2022-08-05,2022-08-05,0,452520,22052501S9TX,1
2022-08-29,2022-09-13,-15,452719,22052504DSOK,-1
2022-08-09,2022-09-13,-35,452911,220419018YIN,-1
2022-09-03,2022-09-13,-10,454541,220531049CFL,-1
2022-08-10,2022-09-13,-34,454829,22060100M0SC,-1
2022-08-12,2022-09-13,-32,454835,22060100SJFL,-1
2022-08-11,2022-09-13,-33,454836,22060100RTIN,-1
2022-08-12,2022-09-02,21,455138,22060106SXFL,1
2022-08-11,2022-09-13,-33,455605,2206020660TX,-1
2022-08-16,2022-09-13,-27,455655,22060206Q4NY,-1
2022-08-19,2022-08-31,12,455732,220602082HFL,1
2022-08-19,2022-08-26,7,455842,22060300WMSC,1
2022-09-02,2022-09-13,-11,455842,22060300WMSC,-1
2022-08-12,2022-09-13,-32,455923,220603024BAL,-1
2022-08-17,2022-09-13,-26,456964,2206060282TX,-1
2022-08-22,2022-09-13,-22,457493,22060701SKMS,-1
2022-09-08,2022-09-13,-4,457501,22060701WQKS,-1
2022-08-30,2022-09-13,-13,457521,220607021ZFL,-1
2022-08-25,2022-09-13,-19,457636,22060704GQSC,-1
2022-08-25,2022-08-25,0,457965,22060800MBFL,1
2022-08-19,2022-09-13,-25,458022,220606010MNY,-1
2022-08-30,2022-09-13,-14,458050,2206080256MO,-1
2022-08-19,2022-09-13,-25,458551,22060902CPKY,-1
2022-08-25,2022-09-02,8,458578,22060902QFTX,1
2022-08-25,2022-09-01,7,459006,22061000RVSC,1
2022-09-08,2022-09-13,-5,459006,22061000RVSC,-1
2022-08-19,2022-09-13,-25,459008,22061000QCTX,-1
2022-08-19,2022-09-13,-25,459036,22051300PJAL,-1
2022-08-19,2022-09-13,-25,459074,22061001NZOK,-1
2022-08-26,2022-09-13,-18,459084,22061001SJFL,-1
2022-08-19,2022-09-13,-25,459282,22061004P4TX,-1
2022-08-19,2022-09-13,-25,460147,220613023YTX,-1
2022-08-24,2022-09-07,14,460216,22061303NHTX,1
2022-09-05,2022-09-13,-8,460343,220613061WAL,-1
2022-09-02,2022-09-13,-11,460619,220614016JMN,-1
2022-09-07,2022-09-13,-5,460631,22061401C3AR,-1
2022-08-30,2022-09-13,-13,460677,220614028VIN,-1
2022-09-03,2022-09-13,-10,461110,22061501F3SC,-1
2022-08-26,2022-09-13,-18,461305,22061505PWWI,-1
2022-08-30,2022-09-13,-13,461361,22061506M4FL,-1
2022-08-25,2022-09-13,-19,461652,22061602HRFL,-1
2022-08-26,2022-09-13,-18,461774,2204210204TX,-1
2022-08-26,2022-09-13,-18,461829,22052605VRTN,-1
2022-08-30,2022-09-02,2,462066,22061700MZFL,1
2022-09-09,2022-09-13,-4,462066,22061700MZFL,-1
2022-08-26,2022-09-13,-18,462072,22061700S5ND,-1
2022-09-02,2022-09-13,-11,462115,22061405MBMO,-1
2022-08-29,2022-09-13,-14,462156,22061701S9MO,-1
2022-08-26,2022-09-13,-18,462166,22061701VTFL,-1
2022-08-23,2022-09-13,-21,462199,22061702X6WI,-1
2022-09-07,2022-09-13,-6,463215,22062004C0IN,-1
2022-09-01,2022-09-07,6,463437,22062007YXOK,1
2022-09-08,2022-09-13,-4,464065,22062200F6FL,-1
2022-08-31,2022-09-13,-13,464066,22062200F8KY,-1
2022-09-08,2022-09-13,-5,464103,22062200XSMN,-1
2022-09-02,2022-09-06,4,464226,22062202N3AL,1
2022-09-09,2022-09-13,-4,464394,22062205K9MO,-1
2022-09-02,2022-09-13,-11,464435,220622064CMI,-1
2022-09-02,2022-09-13,-11,466397,2206270883WI,-1
2022-09-09,2022-09-13,-4,467611,22063002C1AR,-1
2022-05-23,2022-09-13,-112,413664,22021801FFAR,-1
2022-04-29,2022-05-18,19,414229,22021901R3AR,1
2022-06-25,2022-09-13,-80,414229,22021901R3AR,-1
2022-05-10,2022-05-13,3,414401,22021905V3TX,1
2022-05-20,2022-09-13,-116,414401,22021905V3TX,-1
2022-06-09,2022-09-13,-95,415127,22022200XDAR,-1
2022-07-24,2022-09-13,-51,415699,2202230497OK,-1
2022-05-20,2022-09-13,-116,420817,22030802Y4AR,-1
2022-05-20,2022-06-17,28,421098,22030808C9OK,1
2022-06-24,2022-07-22,28,421098,22030808C9OK,1
2022-08-12,2022-09-09,28,421098,22030808C9OK,1
2022-05-26,2022-05-27,1,421643,220310018VTX,1
2022-05-20,2022-09-13,-116,421912,22031006JDAL,-1
2022-06-17,2022-09-13,-88,422224,22031102JMMI,-1
2022-06-10,2022-09-13,-95,423162,22031402YVTX,-1
2022-07-05,2022-08-05,31,423540,22031501HPTX,1
2022-09-05,2022-09-13,-8,423540,22031501HPTX,-1
2022-05-23,2022-06-06,14,424015,22031601GSFL,1
2022-06-13,2022-06-27,14,424015,22031601GSFL,1
2022-07-04,2022-08-08,35,424015,22031601GSFL,1
2022-08-22,2022-09-13,-22,424015,22031601GSFL,-1
2022-06-10,2022-06-24,14,424940,22031800GXIN,1
2022-07-08,2022-07-22,14,424940,22031800GXIN,1
2022-09-02,2022-09-13,-11,424940,22031800GXIN,-1
2022-05-27,2022-06-24,28,424954,22031800SNTX,1
2022-07-01,2022-09-13,-74,424954,22031800SNTX,-1
2022-05-27,2022-09-13,-109,424974,220318015GLA,-1
2022-06-14,2022-09-13,-90,425003,22031801L5AR,-1
2022-06-10,2022-09-13,-95,425956,22032100RFFL,-1
2022-05-27,2022-09-13,-108,426189,2203210677IN,-1
2022-06-02,2022-09-13,-103,426216,22032106DZIN,-1
2022-06-10,2022-09-13,-95,426407,22032200MSOK,-1
2022-06-14,2022-06-24,9,426469,220301070RFL,1
2022-06-28,2022-07-13,14,426469,220301070RFL,1
2022-08-09,2022-09-13,-35,426469,220301070RFL,-1
2022-08-30,2022-09-13,-14,426544,22032203FBTX,-1
2022-08-12,2022-08-19,7,426883,22032300GGMI,1
2022-09-09,2022-09-13,-4,426883,22032300GGMI,-1
2022-06-07,2022-06-15,7,426891,22032300LRTN,1
2022-06-21,2022-09-13,-84,426891,22032300LRTN,-1
2022-06-07,2022-06-28,21,427276,22032307C5AR,1
2022-07-05,2022-07-06,1,427276,22032307C5AR,1
2022-08-02,2022-09-13,-42,427276,22032307C5AR,-1
2022-06-03,2022-09-13,-102,427492,22032402B5OK,-1
2022-05-30,2022-09-13,-106,427793,220324077CAL,-1
2022-06-07,2022-09-13,-97,427966,220325015JFL,-1
2022-06-03,2022-09-13,-102,428531,220326023CTX,-1
2022-06-10,2022-06-17,7,428892,22032800F7OK,1
2022-07-01,2022-07-08,7,428892,22032800F7OK,1
2022-08-05,2022-08-19,14,428892,22032800F7OK,1
2022-06-03,2022-06-17,14,428948,22032801M3MO,1
2022-06-24,2022-07-01,7,428948,22032801M3MO,1
2022-07-08,2022-07-15,7,428948,22032801M3MO,1
2022-08-26,2022-09-02,7,428948,22032801M3MO,1
2022-07-22,2022-08-01,10,429278,22032500PJTX,1
2022-08-19,2022-08-23,4,429278,22032500PJTX,1
2022-06-10,2022-06-17,7,429397,22032900D2FL,1
2022-06-24,2022-07-22,28,429397,22032900D2FL,1
2022-07-29,2022-08-19,21,429397,22032900D2FL,1
2022-08-26,2022-09-09,14,429397,22032900D2FL,1
2022-07-01,2022-09-13,-74,429400,22032900GHAL,-1
2022-06-04,2022-09-13,-101,429406,22032900K4FL,-1
2022-06-10,2022-09-13,-95,429563,22032903KYFL,-1
2022-06-09,2022-09-13,-96,429646,220329056BMI,-1
2022-06-10,2022-06-15,5,431994,2203290794AL,1
2022-07-01,2022-07-08,7,432017,22040400F6FL,1
2022-07-22,2022-08-23,32,432017,22040400F6FL,1
2022-09-09,2022-09-13,-4,432017,22040400F6FL,-1
2022-06-10,2022-09-13,-95,432077,22033105RXTX,-1
2022-06-30,2022-08-16,47,432145,2203310250LA,1
2022-06-10,2022-09-13,-95,432147,22033102G1OK,-1
2022-08-01,2022-08-02,1,432392,22040405LMOK,1
2022-09-01,2022-09-13,-12,432392,22040405LMOK,-1
2022-07-03,2022-09-13,-72,432725,22040501LCAR,-1
2022-08-16,2022-09-13,-28,432771,22040502PVKS,-1
2022-06-24,2022-06-27,3,432773,22040502M5AL,1
2022-07-08,2022-07-12,4,432773,22040502M5AL,1
2022-07-22,2022-09-13,-53,432773,22040502M5AL,-1
2022-06-24,2022-09-13,-81,432923,22040506DJTX,-1
2022-07-22,2022-09-13,-53,433245,22040601QLAR,-1
2022-07-21,2022-09-13,-54,433288,22040602R6TX,-1
2022-06-17,2022-06-20,3,433310,220406031KKS,1
2022-07-15,2022-09-13,-60,433310,220406031KKS,-1
2022-06-16,2022-09-13,-89,433784,22040701CTTX,-1
2022-07-07,2022-09-13,-67,434285,220408011CTX,-1
2022-06-17,2022-09-13,-88,434292,220408015HIN,-1
2022-06-17,2022-09-13,-88,434346,220408024NTN,-1
2022-07-03,2022-09-13,-72,435561,22041106V6TX,-1
2022-07-15,2022-09-13,-60,435736,22041200KWMO,-1
2022-07-01,2022-09-13,-74,435792,22041201PFWI,-1
2022-07-20,2022-07-21,1,435882,22041203QKTN,1
2022-07-15,2022-09-13,-60,436042,22041206FCTN,-1
2022-07-15,2022-07-29,14,436203,22041300DRFL,1
2022-06-24,2022-09-13,-81,436221,22041300P4FL,-1
2022-07-03,2022-09-13,-72,436253,220404068SLA,-1
2022-07-01,2022-09-13,-74,436270,22041301D9KS,-1
2022-06-25,2022-08-12,48,436397,220413045WSC,1
2022-08-25,2022-09-13,-19,436397,220413045WSC,-1
2022-07-01,2022-09-13,-74,436735,2204140133MI,-1
2022-06-22,2022-09-13,-83,436771,22041401W5TX,-1
2022-06-30,2022-09-13,-75,437035,220414074ZTN,-1
2022-07-07,2022-07-27,20,437083,22041407VWOK,1
2022-08-10,2022-09-13,-33,437083,22041407VWOK,-1
2022-06-28,2022-09-13,-76,437278,220415029WTX,-1
2022-06-29,2022-09-13,-75,438079,22041800FZFL,-1
2022-07-01,2022-09-13,-74,438158,22041802BLTX,-1
2022-06-24,2022-09-13,-81,438171,22041802PPOK,-1
2022-06-30,2022-09-13,-75,438259,22041500H9IN,-1
2022-07-20,2022-08-04,15,438351,22041806NSAL,1
2022-08-17,2022-08-23,6,438351,22041806NSAL,1
2022-08-31,2022-09-13,-13,438351,22041806NSAL,-1
2022-07-03,2022-09-13,-72,438534,22041900R5OK,-1
2022-07-07,2022-07-14,7,438667,22041903M3WI,1
2022-07-21,2022-07-27,6,438667,22041903M3WI,1
2022-08-04,2022-08-06,2,438667,22041903M3WI,1
2022-08-18,2022-09-13,-26,438667,22041903M3WI,-1
2022-07-01,2022-09-13,-74,438876,22041907H7SC,-1
2022-07-13,2022-09-13,-61,438978,22042000FPFL,-1
2022-07-28,2022-09-13,-47,439018,220420016DWI,-1
2022-07-01,2022-09-13,-74,439491,22042100KCOK,-1
2022-07-01,2022-08-08,38,439524,22042101GSTN,1
2022-07-08,2022-07-18,10,439534,22042101MRTN,1
2022-07-25,2022-09-13,-50,439534,22042101MRTN,-1
2022-07-13,2022-07-13,0,439662,22042104C6SC,1
2022-09-02,2022-09-13,-11,439662,22042104C6SC,-1
2022-07-30,2022-08-08,9,439762,2204210630TN,1
2022-07-01,2022-08-26,56,440035,220422019VOK,1
2022-09-09,2022-09-13,-4,440035,220422019VOK,-1
2022-07-05,2022-09-13,-70,440062,22042201WTOK,-1
2022-07-01,2022-09-13,-74,440073,22042201YDMN,-1
2022-08-23,2022-09-13,-20,440102,22042202MVSC,-1
2022-09-02,2022-09-12,10,440635,22042303T6MS,1
2022-07-01,2022-09-13,-74,440911,22042500H6FL,-1
2022-08-07,2022-08-22,15,440915,22042500KZIN,1
2022-09-07,2022-09-13,-6,440915,22042500KZIN,-1
2022-07-12,2022-08-05,23,440941,22042501GHFL,1
2022-07-18,2022-09-13,-56,440961,22042501Z3TX,-1
2022-07-06,2022-09-13,-69,440964,220425020FIN,-1
2022-07-07,2022-08-15,38,441143,22042506DBKY,1
2022-08-29,2022-09-13,-15,441143,22042506DBKY,-1
2022-07-29,2022-08-16,18,441349,22042600VBMS,1
2022-07-07,2022-07-20,13,441430,22042602QWTX,1
2022-07-19,2022-09-13,-55,441796,22042700ZRLA,-1
2022-07-08,2022-09-13,-67,442036,22042706FFLA,-1
2022-07-14,2022-09-13,-61,442076,22042000TXMN,-1
2022-07-13,2022-09-13,-61,442191,22042800LCFL,-1
2022-08-03,2022-09-13,-41,442242,22042507W3AR,-1
2022-07-05,2022-09-13,-70,442256,22042801YYMN,-1
2022-07-15,2022-08-12,28,442468,22042806NKFL,1
2022-08-26,2022-09-13,-18,442468,22042806NKFL,-1
2022-07-26,2022-09-13,-48,442707,22042901BFFL,-1
2022-07-28,2022-09-13,-47,442708,22042901CJTN,-1
2022-08-03,2022-09-13,-41,443584,22050200PGTX,-1
2022-07-24,2022-07-29,5,443863,22050207DYTX,1
2022-08-07,2022-08-12,5,443863,22050207DYTX,1
2022-07-12,2022-09-13,-63,444026,22050301CVTN,-1
2022-08-29,2022-09-13,-14,444053,2205030210OK,-1
2022-07-27,2022-09-13,-47,444066,2205030287SC,-1
2022-08-03,2022-08-04,1,444237,2205030664TX,1
2022-09-03,2022-09-09,6,444237,2205030664TX,1
2022-07-22,2022-09-13,-53,444257,22050306JJFL,-1
2022-07-12,2022-09-13,-63,444516,22050402RBTX,-1
2022-07-27,2022-09-13,-47,444648,22050405V9TX,-1
2022-08-01,2022-09-02,32,444716,220504073KTN,1
2022-07-20,2022-09-13,-55,444976,22050502TFIN,-1
2022-07-22,2022-09-13,-53,445530,22050604S2WI,-1
2022-07-22,2022-07-28,6,446203,22050901MJAL,1
2022-09-02,2022-09-05,3,446203,22050901MJAL,1
2022-09-06,2022-09-13,-7,446299,22050903YGTX,-1
2022-09-07,2022-09-13,-5,446557,22050909BTAR,-1
2022-07-29,2022-09-13,-46,446593,22051000CWTN,-1
2022-08-01,2022-09-13,-43,446915,22051006XQKS,-1
2022-07-21,2022-08-05,15,447060,22051100K9MI,1
2022-08-11,2022-08-19,8,447060,22051100K9MI,1
2022-08-25,2022-08-26,1,447060,22051100K9MI,1
2022-09-01,2022-09-02,1,447060,22051100K9MI,1
2022-09-08,2022-09-09,1,447060,22051100K9MI,1
2022-07-27,2022-09-13,-48,447142,22051102BBTX,-1
2022-07-22,2022-09-13,-53,447177,22043000MZFL,-1
2022-07-27,2022-09-13,-48,447293,22051105HJAR,-1
2022-07-22,2022-09-13,-53,447428,22051107SBOK,-1
2022-07-19,2022-07-21,2,447561,22051201YLTN,1
2022-08-02,2022-08-05,3,447561,22051201YLTN,1
2022-08-16,2022-08-17,1,447561,22051201YLTN,1
2022-08-19,2022-09-13,-25,447964,22051300JLMI,-1
2022-07-22,2022-09-13,-53,448018,22051301LCMS,-1
2022-08-02,2022-09-13,-41,448024,22051301PSFL,-1
2022-07-22,2022-09-13,-53,448084,22051303CNSC,-1
2022-07-22,2022-09-13,-53,448865,220516018ZMO,-1
2022-07-27,2022-09-13,-47,448877,22051601J3MS,-1
2022-08-01,2022-09-13,-43,448885,22051601VLWI,-1
2022-08-16,2022-09-13,-27,449307,2205170171FL,-1
2022-08-01,2022-08-08,7,449380,22051702XFLA,1
2022-08-24,2022-09-13,-20,449380,22051702XFLA,-1
2022-08-03,2022-09-13,-41,449519,2205170645MO,-1
2022-08-19,2022-09-13,-25,449841,22051802ZKKY,-1
2022-08-05,2022-09-13,-39,450205,220513041STN,-1
2022-08-17,2022-09-13,-26,450387,22051905CSFL,-1
2022-07-29,2022-08-01,3,450617,22052000HKSC,1
2022-08-12,2022-09-13,-32,450617,22052000HKSC,-1
2022-08-03,2022-08-10,7,450750,2205200325TN,1
2022-09-02,2022-09-13,-11,450750,2205200325TN,-1
2022-08-18,2022-09-13,-26,451558,22052300JTKY,-1
2022-08-03,2022-09-13,-40,451563,22051707DZFL,-1
2022-07-29,2022-09-13,-46,451601,22052301HVMI,-1
2022-07-29,2022-09-13,-46,451817,22052306NHIN,-1
2022-08-11,2022-09-13,-33,452053,220524012CMS,-1
2022-08-02,2022-09-13,-42,452345,22052407B8MI,-1
2022-09-08,2022-09-13,-4,452356,22052407C1FL,-1
2022-08-16,2022-09-13,-27,452681,220525051LFL,-1
2022-08-04,2022-09-13,-40,453451,22052700ZXTN,-1
2022-08-19,2022-09-13,-25,453456,2205270113TX,-1
2022-08-19,2022-09-13,-25,454471,220531025XIN,-1
2022-08-17,2022-09-13,-26,454486,22053102P0AR,-1
2022-08-19,2022-09-13,-25,454937,22053106FYFL,-1
2022-08-10,2022-09-13,-34,455032,22060104YJNY,-1
2022-08-12,2022-09-13,-32,455081,22060105Y1MO,-1
2022-08-10,2022-09-13,-34,455347,22060201GGAR,-1
2022-08-11,2022-09-13,-33,455897,22060301WKTX,-1
2022-08-17,2022-09-13,-26,455931,22060302CFMI,-1
2022-08-12,2022-09-13,-32,455953,22060302X2TX,-1
2022-08-30,2022-09-13,-14,455964,22060302XRTX,-1
2022-08-12,2022-09-13,-32,455990,22060303DVMO,-1
2022-09-03,2022-09-13,-10,456891,22060600XMSC,-1
2022-08-17,2022-09-13,-26,457001,22060602Z4AL,-1
2022-09-09,2022-09-13,-4,457153,22060605QLTX,-1
2022-08-19,2022-09-07,19,457546,22060702Q5TX,1
