Date1,Date2,Days,acctrefno,application_id,multiply_to
2022-07-07,2022-09-13,-67,441048,220425046QAL,-1
2022-07-14,2022-09-13,-61,441395,2204260215FL,-1
2022-08-29,2022-09-13,-15,441412,220426028ZMO,-1
2022-07-04,2022-09-13,-71,441639,22042606T9IN,-1
2022-07-07,2022-09-13,-68,441819,22042701GQTN,-1
2022-07-13,2022-09-13,-61,441872,22042702X3TX,-1
2022-08-01,2022-09-13,-42,441953,22042704YYFL,-1
2022-07-29,2022-09-13,-46,442073,220427076RWI,-1
2022-07-08,2022-08-08,31,442221,22042800ZPIN,1
2022-07-07,2022-09-13,-68,442274,22042802HHAR,-1
2022-08-01,2022-08-02,1,442338,2204280471IN,1
2022-09-01,2022-09-02,1,442338,2204280471IN,1
2022-07-07,2022-07-11,4,442501,220428073CTN,1
2022-07-08,2022-07-27,19,443589,22050200PBFL,1
2022-08-01,2022-09-13,-42,443589,22050200PBFL,-1
2022-08-09,2022-09-13,-35,443630,22040406Q7TX,-1
2022-07-15,2022-09-13,-60,443773,22050205LGFL,-1
2022-08-03,2022-08-08,5,444201,22050305MRSC,1
2022-07-15,2022-07-21,6,444284,22050306ZQAL,1
2022-07-29,2022-09-12,45,444284,22050306ZQAL,1
2022-07-22,2022-09-13,-53,444302,220502013YTX,-1
2022-07-15,2022-09-13,-60,444441,22050400RHFL,-1
2022-08-03,2022-09-13,-41,444609,22050404ZMAL,-1
2022-07-15,2022-08-12,28,444644,22050405S7SC,1
2022-08-26,2022-09-13,-18,444644,22050405S7SC,-1
2022-08-11,2022-09-13,-32,444886,22050500YVIN,-1
2022-09-02,2022-09-13,-11,445231,22050507V3LA,-1
2022-08-09,2022-09-13,-35,445442,22050602HVTX,-1
2022-08-05,2022-08-08,3,446159,22050900TWKY,1
2022-08-19,2022-08-22,3,446159,22050900TWKY,1
2022-09-02,2022-09-05,3,446159,22050900TWKY,1
2022-07-26,2022-09-13,-48,446225,220509023GKS,-1
2022-08-11,2022-09-13,-32,446404,2205090651SC,-1
2022-07-22,2022-09-13,-53,446668,220510023RKY,-1
2022-07-20,2022-09-13,-55,446772,220510046ZAL,-1
2022-07-22,2022-09-13,-53,446900,22051006J5FL,-1
2022-07-16,2022-09-13,-59,446954,22051007HFTX,-1
2022-08-26,2022-09-13,-18,446960,22051007MDTX,-1
2022-09-03,2022-09-13,-10,447131,22051101WLAL,-1
2022-07-29,2022-08-15,17,447139,220511021QMI,1
2022-08-26,2022-08-26,0,447139,220511021QMI,1
2022-09-09,2022-09-13,-4,447139,220511021QMI,-1
2022-08-02,2022-09-07,35,447637,22051203MKIN,1
2022-07-22,2022-09-13,-53,447771,2205120663TX,-1
2022-07-29,2022-08-02,4,447840,22051207HGTX,1
2022-08-12,2022-09-13,-32,447840,22051207HGTX,-1
2022-07-22,2022-08-06,15,448012,22051301HSAL,1
2022-08-12,2022-08-19,7,448012,22051301HSAL,1
2022-08-18,2022-09-13,-25,448019,22051301L4NY,-1
2022-09-02,2022-09-07,5,448870,22051601GFTN,1
2022-07-28,2022-09-13,-47,448945,220516034XFL,-1
2022-07-23,2022-09-13,-52,449356,220517025HFL,-1
2022-08-03,2022-08-10,7,449413,22051703QNIN,1
2022-08-24,2022-08-31,7,449413,22051703QNIN,1
2022-08-03,2022-09-13,-41,450345,220519048BNY,-1
2022-07-29,2022-09-13,-46,451765,22052305LYFL,-1
2022-08-01,2022-09-13,-43,452063,220524012NOK,-1
2022-08-09,2022-09-13,-35,452287,22052406CPMS,-1
2022-08-05,2022-08-08,3,452539,2205250246IN,1
2022-08-05,2022-08-26,21,452703,22052505GFSC,1
2022-09-02,2022-09-13,-11,452703,22052505GFSC,-1
2022-08-12,2022-09-13,-32,453188,22052605Y5OK,-1
2022-08-12,2022-09-09,28,453289,220526076LAL,1
2022-09-02,2022-09-13,-11,453488,22052701QCAR,-1
2022-08-16,2022-09-13,-27,454729,220531082YTN,-1
2022-08-12,2022-09-02,21,455096,22052307RVAR,1
2022-09-05,2022-09-13,-8,455427,22060202G9AL,-1
2022-08-26,2022-09-13,-18,455855,220603012JTN,-1
2022-09-08,2022-09-13,-5,455962,22060302ZCMI,-1
2022-08-12,2022-09-13,-32,455970,220520020NOK,-1
2022-08-19,2022-09-13,-25,456926,22060601L6FL,-1
2022-08-12,2022-09-13,-32,456980,22060602KKMI,-1
2022-08-23,2022-09-13,-20,457033,22060603MMKS,-1
2022-09-09,2022-09-13,-4,457093,22060604V3KY,-1
2022-08-25,2022-09-13,-19,457438,22060700XFMO,-1
2022-08-26,2022-09-13,-18,457455,220607019TWI,-1
2022-09-01,2022-09-13,-12,457458,22060701B1TX,-1
2022-09-07,2022-09-13,-5,457562,220607031STX,-1
2022-08-19,2022-09-02,14,457656,22060704W3TN,1
2022-09-01,2022-09-13,-12,457784,22060706PSFL,-1
2022-08-16,2022-09-13,-28,457824,220607079SWI,-1
2022-08-27,2022-09-13,-17,458478,22060900Y2TX,-1
2022-08-23,2022-09-13,-20,458526,22060901YXOK,-1
2022-08-26,2022-09-13,-18,458545,220608055JOK,-1
2022-08-23,2022-09-13,-20,458808,22060906JMOK,-1
2022-09-07,2022-09-13,-6,460654,220614022ZMN,-1
2022-08-31,2022-09-13,-13,461414,22061507GGMI,-1
2022-08-24,2022-09-13,-20,461710,22061603PCMS,-1
2022-09-08,2022-09-13,-4,463217,22062004CHTN,-1
2022-08-26,2022-09-13,-18,463226,22062004MQTX,-1
2022-09-06,2022-09-13,-6,463243,22062004V0IN,-1
2022-08-26,2022-08-31,5,463304,22062005Z4SC,1
2022-09-09,2022-09-13,-4,463304,22062005Z4SC,-1
2022-09-01,2022-09-13,-12,463616,22062101S7SC,-1
2022-09-02,2022-09-13,-11,463725,22062104BJFL,-1
2022-09-09,2022-09-13,-4,464105,22062200W2AL,-1
2022-09-03,2022-09-13,-10,464109,22062200Y9AL,-1
2022-08-31,2022-09-09,9,464119,22062200Z5MO,1
2022-08-31,2022-09-13,-13,464294,22062203XYTN,-1
2022-09-07,2022-09-13,-6,464366,220622057FFL,-1
2022-09-03,2022-09-13,-10,464670,2206230112TX,-1
2022-08-31,2022-09-13,-13,464714,22062301NJFL,-1
2022-09-02,2022-09-13,-11,464728,22062301WGIN,-1
2022-09-09,2022-09-13,-3,464787,2206230363FL,-1
2022-09-03,2022-09-13,-10,465657,22062500XLTX,-1
2022-09-08,2022-09-09,1,466708,22062702ZPAL,1
2022-05-23,2022-09-13,-113,415128,22022200WROK,-1
2022-05-04,2022-09-13,-131,415199,22022202HYOK,-1
2022-05-17,2022-09-13,-118,416410,220225012JFL,-1
2022-05-29,2022-09-13,-107,417709,22022807HGOK,-1
2022-06-13,2022-06-23,10,418823,22030302SKOK,1
2022-06-17,2022-09-13,-88,419334,22030403VVTX,-1
2022-05-20,2022-09-13,-116,420357,22030702CKFL,-1
2022-07-11,2022-09-13,-64,421242,220309029HOK,-1
2022-05-19,2022-09-13,-117,421675,22031001VBFL,-1
2022-05-25,2022-09-13,-111,422072,220310090RFL,-1
2022-06-07,2022-09-13,-98,422232,220311027VTX,-1
2022-05-27,2022-09-13,-109,422266,22031103DFMS,-1
2022-06-10,2022-09-13,-95,422314,22031104P3MS,-1
2022-05-20,2022-09-13,-116,423239,2203140504AL,-1
2022-05-26,2022-09-13,-110,423281,22031405XYAL,-1
2022-08-05,2022-09-13,-39,423546,22031501LPAL,-1
2022-06-10,2022-06-15,5,423984,22031600XMTX,1
2022-06-24,2022-07-08,14,423984,22031600XMTX,1
2022-07-22,2022-07-26,4,423984,22031600XMTX,1
2022-08-05,2022-08-12,7,423984,22031600XMTX,1
2022-08-19,2022-08-22,3,423984,22031600XMTX,1
2022-09-02,2022-09-07,5,423984,22031600XMTX,1
2022-05-23,2022-09-13,-113,423990,220316010POK,-1
2022-05-23,2022-05-24,1,423993,22031600ZPTX,1
2022-06-20,2022-06-21,1,423993,22031600ZPTX,1
2022-07-18,2022-07-20,2,423993,22031600ZPTX,1
2022-08-01,2022-08-07,6,423993,22031600ZPTX,1
2022-08-29,2022-09-13,-15,423993,22031600ZPTX,-1
2022-08-26,2022-09-09,14,424086,22031602ZQFL,1
2022-07-15,2022-09-13,-60,424145,220316023QTX,-1
2022-06-15,2022-09-13,-90,424478,220317014YAL,-1
2022-08-26,2022-09-09,14,424479,220317013MMI,1
2022-06-16,2022-06-27,11,424647,22031704GGMO,1
2022-07-16,2022-07-26,10,424647,22031704GGMO,1
2022-08-16,2022-08-22,6,424647,22031704GGMO,1
2022-06-17,2022-06-20,3,424870,22031708FFWI,1
2022-07-20,2022-07-20,0,425047,220318026KAL,1
2022-05-27,2022-06-24,28,425454,22031900LBIN,1
2022-07-08,2022-07-22,14,425454,22031900LBIN,1
2022-08-19,2022-09-13,-25,425454,22031900LBIN,-1
2022-07-06,2022-09-13,-68,426113,22032104SPTN,-1
2022-07-22,2022-09-06,46,426946,22032301MXMO,1
2022-06-08,2022-06-14,6,426952,22032301T0FL,1
2022-06-17,2022-09-13,-88,427248,220323066CWI,-1
2022-06-03,2022-09-13,-102,427407,22032400TMKY,-1
2022-05-30,2022-05-31,1,427720,220324065BTX,1
2022-06-13,2022-06-14,1,427720,220324065BTX,1
2022-06-09,2022-08-24,75,427829,22032407T0TX,1
2022-08-29,2022-09-13,-14,427829,22032407T0TX,-1
2022-06-24,2022-09-13,-81,427965,2203250136TX,-1
2022-06-03,2022-09-13,-102,428167,220325058PMO,-1
2022-08-18,2022-09-13,-26,428970,22032801XWTX,-1
2022-09-01,2022-09-06,5,428983,22032801Y2FL,1
2022-06-17,2022-09-13,-88,431940,22040401K4AL,-1
2022-06-16,2022-09-13,-89,431948,22040401RNOK,-1
2022-06-10,2022-09-13,-95,432015,22040400D3VA,-1
2022-06-17,2022-09-13,-88,432130,22033101LRMI,-1
2022-06-09,2022-06-23,14,432137,22033101QJSC,1
2022-08-04,2022-08-18,14,432137,22033101QJSC,1
2022-06-09,2022-09-13,-96,432155,22033103DCAL,-1
2022-06-10,2022-09-13,-95,432214,220330017WWI,-1
2022-06-10,2022-09-13,-95,432307,22040101ZXAL,-1
2022-06-16,2022-09-13,-89,432311,22040101VBMI,-1
2022-06-13,2022-09-13,-92,432369,22040405QXSC,-1
2022-06-13,2022-06-30,17,432673,22040500VQAR,1
2022-07-11,2022-09-13,-64,432673,22040500VQAR,-1
2022-07-15,2022-09-09,56,432719,22040501CMIN,1
2022-06-24,2022-09-13,-81,432727,22040501N4MS,-1
2022-07-01,2022-09-13,-74,432971,220405072GOK,-1
2022-06-22,2022-06-30,8,432972,220405070XTX,1
2022-09-07,2022-09-13,-6,432972,220405070XTX,-1
2022-09-09,2022-09-12,3,432996,220402020LFL,1
2022-07-08,2022-09-13,-67,433191,22032400NXTN,-1
2022-06-17,2022-09-13,-88,433226,22040601B8FL,-1
2022-08-03,2022-08-09,6,433282,22040602MMTX,1
2022-06-21,2022-09-13,-84,433376,22040604MRAR,-1
2022-06-17,2022-09-13,-88,433457,22040605V8ND,-1
2022-07-03,2022-09-13,-72,433780,220407019PKY,-1
2022-06-24,2022-09-13,-81,433789,22040701GGOK,-1
2022-09-03,2022-09-13,-10,434011,22040705XSMO,-1
2022-08-12,2022-09-13,-32,434017,2204070689KY,-1
2022-07-20,2022-08-15,26,434260,220406017HIN,1
2022-09-07,2022-09-13,-6,434260,220406017HIN,-1
2022-07-15,2022-07-22,7,434381,22040802X6AL,1
2022-08-19,2022-08-26,7,434381,22040802X6AL,1
2022-06-24,2022-09-13,-81,434763,22040900R5FL,-1
2022-06-17,2022-09-13,-88,434771,22040900TYIN,-1
2022-06-28,2022-09-13,-77,434856,22040902SHAL,-1
2022-07-11,2022-09-13,-63,435245,22041100DZMI,-1
2022-06-23,2022-09-13,-81,435326,2204110281TX,-1
2022-08-11,2022-09-13,-33,435347,22041102QKAL,-1
2022-06-17,2022-09-13,-88,435355,2204110338AL,-1
2022-06-23,2022-09-13,-81,435745,22041200RGTN,-1
2022-06-24,2022-06-27,3,435758,22040604SWIN,1
2022-07-08,2022-07-11,3,435758,22040604SWIN,1
2022-07-22,2022-08-18,27,435758,22040604SWIN,1
2022-09-02,2022-09-13,-11,435758,22040604SWIN,-1
2022-08-12,2022-08-26,14,435787,22041201GDFL,1
2022-09-09,2022-09-13,-4,435787,22041201GDFL,-1
2022-07-29,2022-08-04,6,436038,220412065NTN,1
2022-08-12,2022-08-18,6,436038,220412065NTN,1
2022-08-26,2022-09-01,6,436038,220412065NTN,1
2022-09-09,2022-09-13,-4,436038,220412065NTN,-1
2022-06-24,2022-07-16,22,436256,2204130165KY,1
2022-07-22,2022-09-13,-53,436256,2204130165KY,-1
2022-06-21,2022-09-13,-84,436297,220413021SSC,-1
2022-06-24,2022-07-22,28,436580,22041306TKTX,1
2022-08-05,2022-09-13,-39,436580,22041306TKTX,-1
2022-06-21,2022-09-13,-84,436774,22041401XKLA,-1
2022-06-27,2022-07-25,28,436789,220414026CAL,1
2022-08-08,2022-09-13,-36,436789,220414026CAL,-1
2022-07-03,2022-09-13,-72,436975,22041405YXIN,-1
2022-06-24,2022-09-13,-81,437204,22041500RPFL,-1
2022-06-28,2022-08-19,51,438122,220418017ZFL,1
2022-08-23,2022-09-13,-20,438122,220418017ZFL,-1
2022-06-24,2022-09-13,-81,438297,22041805QNMO,-1
2022-09-03,2022-09-13,-10,438419,22041807QCLA,-1
2022-06-29,2022-09-13,-76,438629,22041902L1MS,-1
2022-07-15,2022-09-13,-60,438981,22042000JPMN,-1
2022-07-08,2022-09-13,-67,439279,22042005X4WI,-1
2022-08-01,2022-09-13,-43,439283,22042005ZKSC,-1
2022-07-01,2022-09-13,-74,439717,22042105DFFL,-1
2022-09-09,2022-09-13,-4,439833,220421078GTN,-1
2022-09-02,2022-09-09,7,439843,220421079ZTN,1
2022-09-08,2022-09-13,-4,439992,22042200N6SC,-1
2022-07-12,2022-09-13,-62,440017,220422012VTX,-1
2022-07-10,2022-09-13,-65,440522,22031403QXMS,-1
2022-09-02,2022-09-13,-11,440529,220423017DIN,-1
2022-07-07,2022-08-10,34,440951,22042501S3IN,1
2022-07-01,2022-09-13,-74,441260,22042508N2KY,-1
2022-07-11,2022-07-11,0,441368,2204260169FL,1
2022-07-25,2022-09-13,-50,441368,2204260169FL,-1
2022-07-07,2022-09-13,-67,441387,2203290348AR,-1
2022-07-29,2022-09-13,-46,441424,22042602H9TX,-1
2022-07-03,2022-09-13,-72,441482,220426040LKY,-1
2022-08-07,2022-09-13,-37,441589,22042605WKTN,-1
2022-09-05,2022-09-13,-8,441667,22042607BFFL,-1
2022-07-25,2022-09-13,-50,441841,220427021DKY,-1
2022-07-15,2022-07-17,2,441846,220427025WOK,1
2022-07-29,2022-09-13,-46,441846,220427025WOK,-1
2022-07-15,2022-07-22,7,441890,2204010348MO,1
2022-07-29,2022-08-12,14,441890,2204010348MO,1
2022-08-26,2022-09-13,-18,441890,2204010348MO,-1
2022-07-15,2022-07-22,7,442225,220428014SAL,1
2022-08-05,2022-09-13,-39,442225,220428014SAL,-1
2022-07-13,2022-07-14,1,442265,220428029HKY,1
2022-07-27,2022-09-13,-48,442265,220428029HKY,-1
2022-07-11,2022-09-13,-63,442419,22042805NHTN,-1
2022-07-08,2022-09-13,-67,442542,22042807XLMO,-1
2022-08-03,2022-09-13,-41,442676,22042900M8FL,-1
2022-07-08,2022-07-11,3,442678,22042900R5FL,1
2022-07-29,2022-09-13,-46,442716,22042901HHMO,-1
2022-07-08,2022-08-11,34,443180,220430019YIN,1
2022-08-01,2022-09-13,-43,443602,22050200YPTX,-1
2022-09-01,2022-09-13,-12,443658,22050202KNMS,-1
2022-07-29,2022-08-01,3,443716,220502049YMO,1
2022-07-08,2022-09-13,-67,443757,22050205B3TN,-1
2022-07-22,2022-09-13,-53,443991,22050300H7FL,-1
2022-07-15,2022-07-18,3,444000,22050300MMTN,1
2022-07-27,2022-08-25,29,444120,22050303P7MS,1
2022-07-21,2022-09-13,-54,444428,22050400HBIN,-1
2022-07-22,2022-07-31,9,444468,22050401NJMO,1
2022-07-10,2022-09-13,-65,444477,2205020121MS,-1
2022-07-20,2022-09-13,-55,444506,22050402JJFL,-1
2022-08-01,2022-09-13,-43,445463,22050603HLTX,-1
2022-07-20,2022-09-13,-55,446176,220509012TTN,-1
2022-07-26,2022-09-13,-48,446462,2205090774AR,-1
2022-07-29,2022-09-13,-46,446636,22051001C6IN,-1
2022-07-28,2022-08-19,22,446808,2205100526TX,1
2022-08-23,2022-09-13,-20,446808,2205100526TX,-1
2022-07-26,2022-09-13,-48,447084,220511012KFL,-1
2022-07-29,2022-08-05,7,447349,2205110691TN,1
2022-08-26,2022-09-13,-18,447349,2205110691TN,-1
2022-07-20,2022-09-13,-55,447452,220511089RTX,-1
2022-08-03,2022-08-03,0,447969,22051300KZLA,1
2022-07-22,2022-09-13,-53,447993,220513014HFL,-1
2022-07-22,2022-09-13,-53,448453,220514015DTX,-1
2022-08-04,2022-08-18,14,448483,220514029ZFL,1
2022-09-01,2022-09-13,-12,448483,220514029ZFL,-1
2022-09-01,2022-09-02,1,448897,2205160219TX,1
2022-07-27,2022-09-13,-48,449360,22051702JZSC,-1
2022-07-28,2022-09-13,-47,449807,22051802GBIN,-1
2022-08-03,2022-08-09,6,449858,22051803NNTX,1
2022-08-05,2022-09-13,-39,450171,22051900JGIN,-1
2022-07-29,2022-09-13,-46,450211,22051901J5KY,-1
2022-07-30,2022-09-13,-45,451565,22052300RFFL,-1
2022-08-06,2022-09-13,-38,451748,220523054RFL,-1
2022-09-01,2022-09-13,-12,452043,22051702XTTX,-1
2022-08-05,2022-09-13,-39,452104,2205240223KY,-1
2022-08-11,2022-08-11,0,452159,2205240372AL,1
2022-08-05,2022-09-13,-39,452481,22052500Z3KS,-1
2022-08-12,2022-09-13,-31,452522,22052501WCND,-1
2022-08-30,2022-08-31,1,453137,220526059KTX,1
2022-08-31,2022-09-13,-13,454697,22053107C2WI,-1
2022-08-09,2022-09-13,-35,454838,22053100J6FL,-1
2022-09-03,2022-09-13,-10,454868,22060101C5TN,-1
2022-08-16,2022-08-17,1,455561,22060205KBIN,1
2022-08-23,2022-09-13,-20,455561,22060205KBIN,-1
2022-09-01,2022-09-13,-12,455840,22060300XKWI,-1
2022-08-12,2022-09-13,-32,455974,22060302ZGMS,-1
2022-09-03,2022-09-13,-10,457097,2206060505IN,-1
2022-09-03,2022-09-13,-10,457130,22060605HSTN,-1
2022-08-19,2022-09-13,-24,457273,22060607STAR,-1
2022-08-18,2022-09-13,-26,457503,22060701XZAL,-1
2022-08-19,2022-09-02,14,457518,22060701YMKY,1
2022-09-09,2022-09-13,-4,457518,22060701YMKY,-1
2022-08-24,2022-09-13,-19,457706,22060705L9TX,-1
2022-09-03,2022-09-13,-10,457960,22060800K9AL,-1
2022-08-22,2022-09-13,-22,457975,22060800SLMO,-1
2022-09-01,2022-09-13,-12,458030,22060801NYMI,-1
2022-08-19,2022-09-13,-25,458184,22060804Y6TN,-1
2022-08-17,2022-08-24,7,458340,22060807FRMI,1
2022-08-31,2022-09-13,-13,458340,22060807FRMI,-1
2022-08-25,2022-09-13,-19,458497,22060901DYMS,-1
2022-08-19,2022-09-13,-25,458515,22060901P4AL,-1
2022-08-16,2022-09-13,-28,458828,22060906RTTN,-1
2022-09-03,2022-09-13,-10,458864,220609072KMS,-1
2022-08-16,2022-08-17,1,459053,22061001BGTX,1
2022-08-22,2022-08-24,2,459058,22061001FMAL,1
2022-08-29,2022-09-13,-15,459058,22061001FMAL,-1
2022-08-25,2022-09-13,-19,459174,220610030CTX,-1
2022-08-22,2022-08-23,1,460067,22061300SQMI,1
2022-08-29,2022-09-13,-15,460067,22061300SQMI,-1
2022-08-23,2022-09-13,-20,460113,22061301CTMN,-1
2022-08-19,2022-09-13,-25,460292,2206130588FL,-1
2022-08-24,2022-09-13,-20,460583,22061400MVTN,-1
2022-09-03,2022-09-13,-10,460780,22061404YDTX,-1
2022-08-25,2022-09-13,-19,461276,2206150571SC,-1
2022-09-01,2022-09-13,-12,461569,22061600VFAL,-1
2022-09-02,2022-09-13,-11,461583,2206160120AL,-1
2022-08-23,2022-09-13,-21,461704,22061603PMTN,-1
2022-09-02,2022-09-13,-11,462068,22061700PMOK,-1
2022-09-03,2022-09-13,-10,462216,22061703DRWI,-1
2022-09-02,2022-09-13,-11,463724,22062104CLIN,-1
2022-09-03,2022-09-13,-10,463770,22062104WJTN,-1
2022-09-01,2022-09-13,-12,463873,22062106JTWI,-1
2022-08-29,2022-09-13,-15,464308,22062003NDFL,-1
2022-09-02,2022-09-06,4,464330,22062204NJFL,1
2022-09-02,2022-09-13,-11,464360,22062200T1KY,-1
2022-08-31,2022-09-13,-13,464641,22062300K6FL,-1
2022-09-02,2022-09-13,-11,464716,22062301L8KS,-1
2022-09-01,2022-09-02,1,464777,220623030CMO,1
2022-09-11,2022-09-13,-2,465157,22061605ZQIN,-1
2022-09-09,2022-09-13,-4,465644,22062500W1AL,-1
2022-09-02,2022-09-13,-11,465653,22062500ZWTX,-1
2022-09-09,2022-09-13,-4,465662,2206250159FL,-1
2022-09-09,2022-09-13,-3,466228,22062704SBFL,-1
2022-09-09,2022-09-13,-4,466422,22062708N4TX,-1
2022-09-09,2022-09-13,-4,466823,22062806HLLA,-1
2022-09-07,2022-09-13,-6,466920,22062807ZKAL,-1
2022-09-04,2022-09-13,-9,467132,2206290346MI,-1
2022-09-08,2022-09-09,1,467588,22063001WVFL,1
2022-04-22,2022-04-29,7,409598,220207021YOK,1
2022-05-06,2022-05-20,14,409598,220207021YOK,1
2022-06-10,2022-07-01,21,409598,220207021YOK,1
2022-08-19,2022-09-13,-25,409598,220207021YOK,-1
2022-06-08,2022-06-13,5,409714,220207052GOK,1
2022-07-08,2022-07-14,6,409714,220207052GOK,1
2022-08-08,2022-09-13,-36,409714,220207052GOK,-1
2022-05-13,2022-09-13,-123,413614,22021800NPOK,-1
2022-05-22,2022-05-27,5,414957,22022107KVTX,1
2022-06-02,2022-09-13,-102,414957,22022107KVTX,-1
2022-05-10,2022-09-13,-125,416426,22022501D9OK,-1
2022-05-04,2022-05-22,18,416581,22022504RBTX,1
2022-06-19,2022-09-13,-86,416581,22022504RBTX,-1
2022-05-10,2022-05-17,6,416675,22022506BKTX,1
2022-07-13,2022-07-18,4,416675,22022506BKTX,1
2022-07-27,2022-08-24,27,416675,22022506BKTX,1
2022-05-10,2022-09-13,-125,417007,220226031LMS,-1
2022-06-08,2022-09-13,-97,420411,22030703TSTX,-1
2022-05-20,2022-09-13,-116,421014,220308074VOK,-1
2022-05-20,2022-09-13,-116,421018,220308074YTX,-1
2022-05-23,2022-09-13,-112,421654,22031001GQFL,-1
2022-08-09,2022-09-09,31,421742,220310038PAL,1
2022-06-16,2022-08-04,48,421961,220310072WAL,1
2022-08-09,2022-09-07,29,421961,220310072WAL,1
2022-05-20,2022-06-30,41,422043,22031008M2AL,1
2022-07-29,2022-08-13,15,422043,22031008M2AL,1
2022-06-10,2022-09-13,-95,422258,220311033LAL,-1
2022-08-24,2022-09-13,-20,423088,220314013GAL,-1
2022-05-20,2022-05-27,7,423129,220314020VAR,1
2022-08-05,2022-09-13,-39,423129,220314020VAR,-1
2022-08-19,2022-08-31,12,423166,22031402MGTX,1
2022-05-26,2022-06-03,8,423168,22031402YQTX,1
2022-06-16,2022-09-13,-89,423168,22031402YQTX,-1
2022-06-15,2022-09-13,-89,423258,22031405KTTX,-1
2022-06-03,2022-09-13,-102,423270,22031405SHAL,-1
2022-06-16,2022-08-04,49,424523,22031701T9IN,1
2022-06-03,2022-09-13,-102,424762,22031706G6TN,-1
2022-06-03,2022-09-13,-102,424834,22031707XRLA,-1
2022-05-27,2022-09-13,-109,424970,2203180136TX,-1
2022-05-27,2022-09-13,-109,425115,22031803RQTX,-1
2022-06-03,2022-09-13,-102,425486,220319019VMO,-1
2022-05-27,2022-09-13,-109,425553,22031902RPMO,-1
2022-06-07,2022-08-02,56,425603,220319042XTN,1
2022-08-16,2022-08-30,14,425603,220319042XTN,1
2022-08-26,2022-09-13,-18,425943,22032100JKMI,-1
2022-09-02,2022-09-13,-10,425961,22032100XRTN,-1
2022-08-02,2022-09-13,-41,426012,22032101ZCAL,-1
2022-05-27,2022-06-03,7,426147,22032105H0MI,1
2022-07-22,2022-07-29,7,426147,22032105H0MI,1
2022-05-31,2022-09-13,-105,426213,22032106GGMS,-1
2022-06-07,2022-09-13,-97,426514,22032202N7TX,-1
2022-07-23,2022-09-13,-52,426600,22032204G2AL,-1
2022-06-10,2022-09-13,-95,426769,22032206WPTX,-1
2022-06-22,2022-09-13,-83,426928,220323017TMS,-1
2022-07-08,2022-09-13,-67,427250,22032306LCTX,-1
2022-06-22,2022-09-13,-83,427339,22032308KBFL,-1
2022-06-27,2022-09-13,-77,427408,22032400VTTN,-1
2022-06-29,2022-09-13,-76,427494,220324023WFL,-1
2022-06-10,2022-06-10,0,427919,220316016VFL,1
2022-06-17,2022-06-20,3,427919,220316016VFL,1
2022-07-08,2022-07-11,3,427919,220316016VFL,1
2022-08-12,2022-08-19,7,427919,220316016VFL,1
2022-07-29,2022-08-04,6,427933,22032500Q3MI,1
2022-08-12,2022-08-15,3,427933,22032500Q3MI,1
2022-08-26,2022-08-29,3,427933,22032500Q3MI,1
2022-06-10,2022-09-13,-95,428039,22032502M2MS,-1
2022-06-10,2022-09-13,-94,428065,22032502YNTX,-1
2022-06-17,2022-09-13,-88,428084,22032503C8MI,-1
2022-07-25,2022-09-13,-50,428491,220326012GMO,-1
2022-06-15,2022-09-13,-90,428902,22032800QWIN,-1
2022-06-03,2022-09-13,-102,428955,22032801S0SC,-1
2022-06-03,2022-06-20,17,429036,22032803CVTN,1
2022-07-25,2022-09-13,-50,429036,22032803CVTN,-1
2022-07-15,2022-09-13,-60,429128,220328054XSC,-1
2022-06-17,2022-06-27,10,429393,220329009LTN,1
2022-07-29,2022-08-05,7,429393,220329009LTN,1
2022-08-12,2022-08-19,7,429393,220329009LTN,1
2022-09-02,2022-09-03,1,429393,220329009LTN,1
2022-06-21,2022-09-13,-83,429429,22032900YMFL,-1
2022-06-24,2022-09-13,-81,429499,22032901Y1AL,-1
2022-06-22,2022-09-13,-83,431930,22040401DVKY,-1
2022-06-10,2022-09-13,-95,431944,22040401Q6TX,-1
2022-06-10,2022-09-13,-95,432059,22033104PQTX,-1
2022-06-10,2022-09-13,-95,432108,22033100N5TN,-1
2022-06-30,2022-09-13,-75,432136,22033101RFAL,-1
2022-06-08,2022-09-13,-97,432193,220330028FTN,-1
2022-06-17,2022-09-13,-88,432232,22033000F2SC,-1
2022-07-06,2022-09-13,-69,432299,22040102N7FL,-1
2022-07-30,2022-09-13,-45,432393,22040102WLTN,-1
2022-06-20,2022-09-13,-85,432522,22040407LPFL,-1
2022-06-17,2022-09-13,-88,432737,22040501SQSC,-1
2022-07-08,2022-07-15,7,432775,22040502X8TN,1
2022-07-22,2022-07-29,7,432775,22040502X8TN,1
2022-08-05,2022-08-12,7,432775,22040502X8TN,1
2022-09-02,2022-09-13,-11,432775,22040502X8TN,-1
2022-06-17,2022-09-13,-88,433049,2204050880MN,-1
2022-07-07,2022-07-15,7,433215,220406012WTX,1
2022-07-19,2022-09-13,-55,433215,220406012WTX,-1
2022-08-30,2022-09-13,-14,433227,220406019QTX,-1
2022-06-22,2022-07-20,28,433403,220406051HIN,1
2022-08-17,2022-08-31,14,433403,220406051HIN,1
2022-09-01,2022-09-13,-12,433447,22040605N6AL,-1
2022-06-24,2022-09-13,-81,433527,22040606RGOK,-1
2022-06-22,2022-09-13,-83,433955,220407051DFL,-1
2022-06-17,2022-09-13,-88,434418,22040803MZAR,-1
2022-06-16,2022-06-17,1,434798,220409018FFL,1
