day,tranche,accts,balance,past_due_amt,amount_owed_to_dt,total_payments_amt
2022-06-26,60-74,5,8565.7962725346,1337.62,1282.59,0
2022-06-26,8-14,183,195607.7629888881,7714.74,9836.51,3222.15
2022-06-26,Current,5457,7168173.471964956,3140.36,63960.33,91257.34
2022-06-27,1-7,265,281070.27898441,10370.06,10886.76,4378.65
2022-06-27,15-29,238,292782.6029907117,18891.19,17944.06,2133.08
2022-06-27,30-44,97,126546.1525986216,12212.25,11140.16,466.49
2022-06-27,45-59,36,44467.7017793249,5611.49,5200.86,6.83
2022-06-27,60-74,8,11624.1651318087,1817.92,1733.35,0
2022-06-27,8-14,175,184992.8533443103,7526.14,9564.46,3024.17
2022-06-27,Current,5498,7191449.510120127,3426.78,69562.59,94582.88
2022-06-28,1-7,260,270819.8177364623,9262.08,12113.28,4351.75
2022-06-28,15-29,250,311798.1783066855,19906.17,21870.05,2593.35
2022-06-28,30-44,103,135279.0732906921,12985.29,13128.68,466.49
2022-06-28,45-59,29,36915.7765920422,4528.63,4463.8,6.83
2022-06-28,60-74,15,19228.0552250442,2928.1,2888.26,0
2022-06-28,8-14,185,190388.4997312244,8055.95,10119.8,2802.4
2022-06-28,Current,5510,7205963.442184241,2825.1,84246.23,95955.5
2022-06-29,1-7,249,263537.909251595,9421.72,12498.72,3697.43
2022-06-29,15-29,259,316885.7187700107,20165.92,22301.66,2689.96
2022-06-29,30-44,108,142668.3907346819,14051.27,14140.96,466.49
2022-06-29,45-59,29,36950.0932936901,4571.4,4508.14,6.83
2022-06-29,60-74,13,17291.695000383,2592.29,2583.77,0
2022-06-29,75-90,2,1954.0084289661,344.33,344.33,0
2022-06-29,8-14,193,197098.5101909785,8678.35,11073.4,2756.11
2022-06-29,Current,5537,7229321.531276237,2472.48,86184.84,99821.56
2022-06-30,1-7,228,245614.0228296967,8285.57,11039.18,3558.93
2022-06-30,15-29,274,336812.1840428277,22004.12,23759.13,2868.76
2022-06-30,30-44,111,143744.5424800892,14309.5,14261.4,466.49
2022-06-30,45-59,30,38751.5632747945,4907.42,4757.9,6.83
2022-06-30,60-74,13,17307.5630308248,2671.92,2583.77,0
2022-06-30,75-90,2,1955.7886028292,344.33,344.33,0
2022-06-30,8-14,204,204429.5226587108,8985.63,11455.76,2874.38
2022-06-30,Current,5549,7225963.688719362,3489.5,87386.62,105407.03
2022-07-01,1-7,225,233794.3809230195,8757.05,9997.15,3543.6
2022-07-01,15-29,276,332636.3007836195,23376.36,23400.51,2738.66
2022-07-01,30-44,119,154078.7362087882,15989.5,15367.96,373.37
2022-07-01,45-59,29,38553.5408808225,5053.22,4729.41,6.83
2022-07-01,60-74,15,18752.362989216,3045.44,2813.99,0
2022-07-01,75-90,2,1957.5687766923,359.52,344.33,0
2022-07-01,8-14,199,205890.0141892482,11115.52,11642.25,2568.56
2022-07-01,Current,5557,7202691.403202076,8127.71,91537.05,127504.85
2022-07-02,1-7,269,266165.9999388843,9752.28,8839.96,5540.98
2022-07-02,15-29,340,384229.8171673859,26151.65,25707.31,3877.73
2022-07-02,30-44,128,172553.2290123449,17700.27,16308.23,417.97
2022-07-02,45-59,31,43328.2798750225,5594.93,5300.06,35.77
2022-07-02,60-74,16,19494.014027937,3197.68,2926.39,0
2022-07-02,75-90,2,1959.3489505554,359.52,344.33,0
2022-07-02,8-14,236,246332.1188708281,10524,12834.15,3064.88
2022-07-02,Current,5385,7015921.827658749,3434.87,87544.1,124414.27
2022-07-03,1-7,269,269452.592757353,9898.16,8852.31,5891.17
2022-07-03,15-29,289,328130.5576939685,21038.03,21919.79,3682.15
2022-07-03,30-44,178,227882.8630711755,22336.48,19822.19,732.44
2022-07-03,45-59,38,52358.5103250276,6660.23,6216.27,35.77
2022-07-03,60-74,16,19511.8641706529,3197.68,2926.39,0
2022-07-03,75-90,2,1961.1291244185,359.52,344.33,0
2022-07-03,8-14,236,246237.8074862777,10281.64,12700.21,3181.11
2022-07-03,Current,5361,6951686.464983176,5923.99,87023.04,130039.47
2022-07-04,1-7,299,303856.9549472743,12375.51,8828.3,6025.61
2022-07-04,15-29,288,325535.7108321384,21049.06,21837.07,3817.87
2022-07-04,30-44,160,208167.4550730017,19830.12,17647.4,677.34
2022-07-04,45-59,57,73247.2264294634,9245.04,8255.38,90.87
2022-07-04,60-74,17,22733.821984603,3646.96,3325.75,0
2022-07-04,75-90,2,1962.9092982816,359.52,344.33,0
2022-07-04,8-14,232,241175.5157432833,10417.85,12224.09,2883.69
2022-07-04,Current,5320,6881799.812709874,4066.21,87342.21,131574.25
2022-07-05,1-7,284,284226.1991314765,11573.29,8866.9,5445.4
2022-07-05,15-29,308,352820.3649392768,23180.05,23633.77,3927.66
2022-07-05,30-44,163,213989.6213497427,20679.51,18789.6,769.6
2022-07-05,45-59,52,67745.3616643596,8492.8,7775.29,90.87
2022-07-05,60-74,21,26467.5790109211,4124.3,3800.2,0
2022-07-05,75-90,3,3821.6309433835,707.46,692.27,0
2022-07-05,8-14,221,222531.6225284352,9536.87,11122.47,2574.71
2022-07-05,Current,5312,6864013.196061159,4734.62,93191.9,134444.21
2022-07-06,1-7,303,306052.4313719326,12303.36,13116.12,5897.55
2022-07-06,15-29,316,360885.3545487478,23836.42,26421.34,4089.43
2022-07-06,30-44,171,223852.1699846043,21935.52,21469.75,924.18
2022-07-06,45-59,52,67023.3115011536,8563.13,8298.6,61.93
2022-07-06,60-74,20,23843.3659495096,3646.22,3597.86,0
2022-07-06,75-90,4,6473.5553582099,1194.06,1194.06,0
2022-07-06,8-14,216,218912.7233006886,9586.02,11594.33,2647.84
2022-07-06,Current,5283,6830405.212047668,3798.84,114664.1,136432.32
2022-07-07,1-7,318,309043.1066894829,12341.68,18596.72,7081.67
2022-07-07,15-29,331,378647.0969197277,25339.87,27615.29,3917.35
2022-07-07,30-44,177,232862.2152763886,23033.91,23367.73,1176.58
2022-07-07,45-59,57,72090.0996672059,9402.56,9176.16,95.29
2022-07-07,60-74,19,21273.2788848117,3301.2,3199.46,0
2022-07-07,75-90,5,9071.3537763227,1632.3,1632.3,0
2022-07-07,8-14,205,209380.1646917963,9046.38,11106.24,2872.23
2022-07-07,Current,5254,6804497.726664247,3886.93,123571.61,140781.64
2022-07-08,1-7,309,314034.699729155,12755.28,17772.46,6979.11
2022-07-08,15-29,350,390041.7630625781,28210.37,28357.07,3892.79
2022-07-08,30-44,184,235653.2843651268,24531.63,24005.92,1391.5
2022-07-08,45-59,57,77197.8448401621,10253.28,9846.8,85.93
2022-07-08,60-74,21,25185.8865712167,4111.48,3812.03,0
2022-07-08,75-90,5,9079.556439638,1677.03,1632.3,0
2022-07-08,8-14,192,194915.852137064,10373.83,10040.42,2190.82
2022-07-08,Current,5225,6701563.951404721,7984.8,126439.81,157873.53
2022-07-09,1-7,302,324845.9211150332,11665.35,15323.89,9636.62
2022-07-09,15-29,414,445984.9121491341,31093.66,29963.24,4400.24
2022-07-09,30-44,199,255119.0991641555,26382.01,24425.04,1324.47
2022-07-09,45-59,61,86205.7278358379,11275.29,11083.24,300.36
2022-07-09,60-74,25,29398.5724113287,4720.42,4420.97,0
2022-07-09,75-90,5,9087.7591029533,1716.87,1632.3,0
2022-07-09,8-14,254,246754.8123388134,10139.49,14297.83,4993.32
2022-07-09,Current,5068,6505987.601936242,3841.97,120760.3,152832.75
2022-07-10,1-7,303,328751.1382926831,11620.44,15226.98,10063.5
2022-07-10,15-29,353,374958.5811685554,24388.94,24773.28,3960.37
2022-07-10,30-44,254,320488.3732348182,32245.89,28876.33,1919.56
2022-07-10,45-59,69,93759.138168737,12071.31,11600.92,380.26
2022-07-10,60-74,28,34197.3910080111,5532.09,5120.45,0
2022-07-10,75-90,5,9095.9617662686,1716.87,1632.3,0
2022-07-10,8-14,255,249730.2074744905,10475.8,14787.1,5206.72
2022-07-10,Current,5056,6467162.474945226,3961.38,119889.45,152342.52
2022-07-11,1-7,252,269431.4770060202,8704.52,12488.57,8989.27
2022-07-11,15-29,351,371806.0081885601,24296.28,25107.84,3911.92
2022-07-11,30-44,225,283919.8449007084,28152.12,26175.06,1930.28
2022-07-11,45-59,100,130666.0300306922,16274.4,15371.94,419.54
2022-07-11,60-74,30,39089.8312616271,6262.05,5899.29,0
2022-07-11,75-90,6,9658.9213036792,1810.59,1726.02,0
2022-07-11,8-14,294,286082.4071938741,13085.99,17522.66,5267.24
2022-07-11,Current,5056,6441017.942693076,3837.34,126042.88,156181
2022-07-12,1-7,261,296938.091463782,9230.46,17180.17,9455.07
2022-07-12,15-29,368,381401.5496379874,24902.68,27863.66,3834.56
2022-07-12,30-44,229,290894.0569226051,28817.47,29598.23,2314.6
2022-07-12,45-59,95,126295.0274278891,15558.99,15970.48,412.71
2022-07-12,60-74,35,44018.6789506219,6944.36,6767.34,6.83
2022-07-12,75-90,8,11783.6396319927,2178.59,2138.75,0
2022-07-12,8-14,283,270322.4232665367,12190.45,17213.25,5116.86
2022-07-12,Current,5026,6381748.882706867,3378.18,142579.28,157211.26
2022-07-13,1-7,258,268226.5523972101,7875.8,16273.69,8790.79
2022-07-13,15-29,372,388585.8929874765,25670.88,28951.52,4271.25
2022-07-13,30-44,232,295459.9730319511,29522.31,31250.14,2548.34
2022-07-13,45-59,99,130835.1728262322,16331.18,16629.77,354.83
2022-07-13,60-74,28,36360.5191715524,5640.77,5577.51,6.83
2022-07-13,75-90,15,19492.7782896177,3533.47,3524.95,0
2022-07-13,8-14,297,294639.059086312,13266.58,18469.46,5563.66
2022-07-13,Current,5003,6363589.230982438,3174.3,145119.62,158817.59
2022-07-14,1-7,249,252241.3828264308,7651.92,15281.95,8270.14
2022-07-14,15-29,372,390359.0518534045,25477.01,28797.23,4456.03
2022-07-14,30-44,238,298547.5916098454,30040.98,31313,2528.34
2022-07-14,45-59,106,141894.3274638353,17808.35,18011.28,399.83
2022-07-14,60-74,28,36393.849845803,5754.35,5604.83,6.83
2022-07-14,75-90,15,19510.4264939226,3613.1,3524.95,0
2022-07-14,8-14,290,289954.9075197121,13362.3,18570.95,5753.22
2022-07-14,Current,5005,6366699.767983913,3983.65,146301.53,161491.03
2022-07-15,1-7,231,218296.2360708118,7289.17,13695.78,7927.54
2022-07-15,15-29,380,393571.4784319628,27554.15,28624.72,4203.59
2022-07-15,30-44,250,321677.5894708525,34376.94,34150.57,2862.64
2022-07-15,45-59,108,139069.0763183488,18265.17,17696.71,354.83
2022-07-15,60-74,29,38219.0337858126,6232.8,5925.65,6.83
2022-07-15,75-90,13,17545.5834874518,3360.67,3129.22,0
2022-07-15,8-14,265,267522.2956552008,14246.99,16794.28,5125.91
2022-07-15,Current,5016,6325676.204173454,8738.89,151745.83,188611.7
2022-07-16,1-7,258,236455.731766737,7765.66,12295.06,9802.73
2022-07-16,15-29,486,497137.1995757426,33743.89,35059.48,6715.79
2022-07-16,30-44,251,318138.3462242291,33851.28,32991.42,2780.16
2022-07-16,45-59,118,154228.3007603202,19979.97,19485.74,441.65
2022-07-16,60-74,28,38016.9667074563,6154.81,5847.66,6.83
2022-07-16,75-90,15,19010.128644474,3666.55,3395.26,0
2022-07-16,8-14,280,275619.7798502182,11138.55,16829.27,6706.64
2022-07-16,Current,4849,6145571.82961059,5172,145858.87,183551.34
2022-07-17,1-7,258,235461.6824963655,8219.85,11025.96,8883.45
2022-07-17,15-29,423,440294.1987320755,28498.4,30949.29,6349.34
2022-07-17,30-44,308,359830.3326321499,37041.08,35450.55,3510.98
2022-07-17,45-59,128,174801.8437930481,22427.89,21565.02,515.19
2022-07-17,60-74,29,41016.4123917383,6525.32,6218.17,6.83
2022-07-17,75-90,16,19761.7661686755,3801.43,3530.14,0
2022-07-17,8-14,278,275127.8693283833,11132.33,16982.82,6930.11
2022-07-17,Current,4831,6101257.650276122,4937.29,146040.81,184624.49
2022-07-18,1-7,251,227827.4808349022,8227.75,11855.79,9376.91
2022-07-18,15-29,453,465946.09703494,30316.83,33263.58,6439.15
2022-07-18,30-44,261,309775.2249079101,31186.08,30360.41,3248.12
2022-07-18,45-59,178,230973.6639733103,29064.01,27467.73,911.93
2022-07-18,60-74,36,50169.5199983527,8076.17,7630.28,6.83
2022-07-18,75-90,16,19779.6163113914,3801.43,3609.77,0
2022-07-18,8-14,242,238220.3754682784,8957.73,14442.17,6489.63
2022-07-18,Current,4819,6049548.499395679,4623.2,150413.1,186923.64
2022-07-19,1-7,253,226480.6840845753,7746.63,15968.73,10076.19
2022-07-19,15-29,465,466861.9605037782,30553.55,36005.19,6114.11
2022-07-19,30-44,266,316203.4252368142,32043.08,33807.16,3481.55
2022-07-19,45-59,162,211642.4976350326,26273.67,26839.51,866.19
2022-07-19,60-74,53,70685.5634530438,11204.78,10823.73,52.57
2022-07-19,75-90,17,23045.9453582185,4350.55,4310.71,0
2022-07-19,8-14,241,246180.3881947785,9587.75,15581.9,6903.41
2022-07-19,Current,4791,6003291.175100318,3621.68,172179.03,188916.19
2022-07-20,1-7,264,233747.0058070333,7551.94,17455.77,10220.72
2022-07-20,15-29,462,472603.3811924428,31264.07,36127.39,6223.81
2022-07-20,30-44,281,333660.579412698,34297.01,36617.77,3575.44
2022-07-20,45-59,166,219081.3910496031,27603.35,27985.6,1070.37
2022-07-20,60-74,48,65103.5444419304,10515.46,10077.56,52.57
2022-07-20,75-90,22,28713.4881754369,5357.56,5349.04,0
2022-07-20,8-14,227,218771.6196450608,8038.94,14610.56,7055.39
2022-07-20,Current,4774,5978066.53367498,5408.74,174635.51,192032.27
2022-07-21,1-7,277,255038.18928855,9194.94,17998.6,10804.11
2022-07-21,15-29,463,472552.0153482752,31534.14,36493.7,6362.29
2022-07-21,30-44,286,337689.606301437,35473.75,37047.93,3582.91
2022-07-21,45-59,172,225952.2021082931,28931.63,29131.98,1137.09
2022-07-21,60-74,49,66214.3179191726,10844.84,10399.16,52.57
2022-07-21,75-90,21,26855.6184974475,5044.85,4943.11,0
2022-07-21,8-14,218,209986.8178236783,8319.03,14656.14,7237.94
2022-07-21,Current,4755,5947663.278917686,4547.36,174903.02,197168.56
2022-07-22,1-7,269,256583.8477762407,9684.18,18878.76,11467.29
2022-07-22,15-29,462,470116.1737235243,33209.4,35981.63,6511.26
2022-07-22,30-44,303,358198.681264105,40321.23,39497.15,3471.45
2022-07-22,45-59,174,229785.8682441247,30672.48,30083.29,1231.2
2022-07-22,60-74,53,71131.0802011104,11882.69,11422.72,79.1
2022-07-22,75-90,20,24193.1317965832,4683.38,4383.93,0
2022-07-22,8-14,189,174196.8500204792,9385.64,12310.92,5741.59
2022-07-22,Current,4759,5887587.471615295,7869.1,180522.52,217675.73
2022-07-23,1-7,292,280599.0506063789,9885.46,15567.17,11730.98
2022-07-23,15-29,528,535679.071980913,36734.21,40052.43,9252.35
2022-07-23,30-44,326,375880.915616502,42065.6,40045.15,3492.47
2022-07-23,45-59,179,230650.9730743114,30588.12,29999.72,1314.44
2022-07-23,60-74,55,76972.1477497609,12812.81,12166.75,79.1
2022-07-23,75-90,21,25532.2726713417,4890.32,4590.87,0
2022-07-23,8-14,225,202262.7799920797,7852.8,15161.3,8242.3
2022-07-23,Current,4589,5692130.852480859,4605.64,174979.61,214007.95
2022-07-24,1-7,295,285883.6729792571,10443.68,15283.45,11860.94
2022-07-24,15-29,449,452263.9017719256,29185.64,34488.45,9147.45
2022-07-24,30-44,383,426453.8523951051,45530.09,42183.01,3880.47
2022-07-24,45-59,198,256413.6890338137,33610.89,32319.57,1450.43
2022-07-24,60-74,58,84281.1509669558,13825.79,13213.46,235.65
2022-07-24,75-90,25,29802.5671621412,5689.33,5389.88,0
2022-07-24,8-14,228,207204.9531888614,8000.55,15341.31,8304.58
2022-07-24,Current,4572,5646754.83694428,4429.38,174343.87,213631.64
2022-07-25,1-7,291,282744.5480405821,10345.79,16236.34,11915.85
2022-07-25,15-29,455,452319.3526920628,29645.86,35306.55,9259.75
2022-07-25,30-44,311,338718.4321782566,35066.24,33255.98,2896.28
2022-07-25,45-59,262,338919.4378455591,43594.92,41979.19,2414.95
2022-07-25,60-74,66,91937.5647390261,15137.82,14517.43,315.55
2022-07-25,75-90,28,34667.2400636196,6581.6,6331.03,0
2022-07-25,8-14,222,206788.1043847717,8018.77,15816.03,8805.69
2022-07-25,Current,4556,5609550.718887693,3946.78,178989.32,215191.87
2022-07-26,1-7,305,295936.7650532131,10230.02,20314.55,12532.6
2022-07-26,15-29,465,463770.7359725423,30246.91,38837.32,9514.19
2022-07-26,30-44,319,341835.9419476315,35811.48,36723.62,2940.44
2022-07-26,45-59,228,298994.797116542,37735.19,39547.03,2375.95
2022-07-26,60-74,99,130651.5860223888,20590.4,20557.54,368.49
2022-07-26,75-90,31,40189.3247396204,7556.86,7485.2,0
2022-07-26,8-14,216,192655.4447654992,7573.76,15384.51,8020.86
2022-07-26,Current,4519,5575246.470746377,3414.87,198889.03,217760.49
2022-07-27,1-7,297,297860.559549702,10295.97,21880.84,12380.23
2022-07-27,15-29,465,458741.0165658244,30057.71,38694.37,9472.64
2022-07-27,30-44,332,359434.8307345556,38246.38,40451.28,3494.21
2022-07-27,45-59,227,297764.9808697515,37860.55,39715.9,2375.95
2022-07-27,60-74,95,126435.4100443095,19812.33,20297.74,368.49
2022-07-27,75-90,36,46549.9192166417,8689.07,8618.98,0
2022-07-27,8-14,216,191654.4345136206,7422.22,15165.19,7928.77
2022-07-27,Current,4511,5556354.044327073,3377.95,202732.69,222322.93
2022-07-28,1-7,285,291767.8313489409,9411.62,19943.6,11732.85
2022-07-28,15-29,462,452886.7196807031,30202.82,38559.58,9595.74
2022-07-28,30-44,334,363490.7288847279,38947.85,40698.5,3346.63
2022-07-28,45-59,232,305900.5716959383,39280.5,41130.65,2712.84
2022-07-28,60-74,98,131059.4338786518,20767.27,20919.63,368.49
2022-07-28,75-90,34,44445.2080645779,8369.71,8213.36,0
2022-07-28,8-14,228,204622.172474547,8447.49,16127.95,8314.27
2022-07-28,Current,4503,5537008.676998701,3769.36,204113.52,227760.38
2022-07-29,1-7,279,293152.7474247915,10473.25,21039.39,12913.13
2022-07-29,15-29,449,432810.1137919488,30830.99,36198.12,8792.77
2022-07-29,30-44,342,374879.9715334508,41956.52,42742.94,3886.44
2022-07-29,45-59,236,306621.7649347564,41328.43,41207.21,2585.01
2022-07-29,60-74,102,135779.6412071138,22499.74,21711.74,368.49
2022-07-29,75-90,27,36674.584968513,6987.57,6673.59,0
2022-07-29,8-14,210,188359.6014500384,9577.11,13926.39,6734.25
2022-07-29,Current,4523,5533405.539746947,8707.44,211591.32,252999.92
2022-07-30,1-7,308,343544.5968722984,11037.04,21197.25,17114.67
2022-07-30,15-29,526,498467.1660655472,34002.8,41376.05,12692.19
2022-07-30,30-44,359,384068.9642988699,42576.42,42204.99,4078.59
2022-07-30,45-59,248,330444.9338147819,44180.47,44098.84,2716.9
2022-07-30,60-74,105,135724.7615992891,22438.24,21614.27,368.49
2022-07-30,75-90,28,38524.2707131785,7321.23,7007.25,0
2022-07-30,8-14,238,228869.9653376719,9046.9,16267.78,8252.23
2022-07-30,Current,4346,5303979.249587626,4367.16,201324.27,245184.77
2022-07-31,1-7,305,337474.8850101562,10858.13,19538.47,16495.53
2022-07-31,15-29,421,403212.6133276705,26113.56,33105.88,10771.51
2022-07-31,30-44,452,465164.4595775596,48588.64,48533.83,5916.28
2022-07-31,45-59,255,334837.0349160307,44376.18,43907.09,2652.82
2022-07-31,60-74,115,151089.9317070112,24641.22,23874.96,455.31
2022-07-31,75-90,29,39787.3691214,7546.89,7232.91,0
2022-07-31,8-14,240,234869.2251701643,9130.08,17002.05,8699.82
2022-07-31,Current,4325,5260279.166684793,4144.87,201895.51,246509.86
2022-08-01,1-7,290,312398.4181698067,10336.19,19150.78,15056.67
2022-08-01,15-29,418,400721.5549225807,25977.37,32643.95,9990.47
2022-08-01,30-44,392,410908.8460763642,43731.19,43613.51,5683.34
2022-08-01,45-59,315,378015.0829494962,49511.29,48383.63,3293.4
2022-08-01,60-74,124,171223.9746583572,27493.49,26931.35,528.85
2022-08-01,75-90,29,42103.3327053253,8048.08,7726.87,0
2022-08-01,8-14,237,228193.2668664694,8901.9,16993.76,9036.94
2022-08-01,Current,4320,5249312.804191331,8847.15,208356.58,255735.94
2022-08-02,1-7,314,355301.0492134177,13377.4,23545.37,15596.97
2022-08-02,15-29,391,369496.866924064,24244.28,33345.85,10257.27
2022-08-02,30-44,431,444820.9057936474,46134.62,47886.93,5547.32
2022-08-02,45-59,267,322187.6942525916,41055.04,43329.85,3102.22
2022-08-02,60-74,174,230849.1366003597,36814.37,37040.71,926.86
2022-08-02,75-90,35,50637.3775237993,9603.78,9409.93,0
2022-08-02,8-14,244,241900.0640562678,9335.38,18861.23,10072
2022-08-02,Current,4247,5133740.799725494,5064.86,229310.1,257417.56
2022-08-03,1-7,316,362212.239837027,14381.66,28391.06,15785.05
2022-08-03,15-29,397,377462.8821517401,25174.64,34546.89,10683.74
2022-08-03,30-44,423,437455.0189693451,48078.28,50221.46,5335.87
2022-08-03,45-59,268,322112.3091441969,41435.94,44042.38,3381.7
2022-08-03,60-74,158,212262.7707521606,33760.18,33667.77,794.3
2022-08-03,75-90,52,73053.9465128127,13757.71,13597.8,45.74
2022-08-03,8-14,247,243890.5208002468,9440.2,19309.64,10420.82
2022-08-03,Current,4240,5108836.750230107,9999.77,240632.64,271733.65
2022-08-04,1-7,379,443029.8057610287,19760.29,33302.68,21178.51
2022-08-04,15-29,398,365613.7815512502,24720.91,33777.24,10932.73
2022-08-04,30-44,418,433339.6741053492,46781,49564.19,5827.74
2022-08-04,45-59,284,342748.9328294811,44830.11,46850.79,3419.78
2022-08-04,60-74,161,218538.296676099,35013.74,35310.47,998.48
2022-08-04,75-90,50,68464.3309136546,13008.87,12774.2,45.74
2022-08-04,8-14,234,238646.2946353083,9636.53,18406.36,9604.01
2022-08-04,Current,4174,5015320.977478458,4310.59,240087.47,278534.44
2022-08-05,1-7,357,408016.504170541,18972.78,35121.16,19998.36
2022-08-05,15-29,384,349284.728478292,25831.15,31088.68,9537.09
2022-08-05,30-44,429,441587.2184648161,50684.78,53220.67,6171.39
2022-08-05,45-59,284,341766.8389861858,47280.92,47102.36,3452.04
2022-08-05,60-74,166,225408.8547879517,37555.25,36656.48,1051.54
2022-08-05,75-90,46,63862.8617964703,12327.46,11945.56,45.74
2022-08-05,8-14,219,234656.4073370691,12537.22,18780.06,9763.38
2022-08-05,Current,4185,4987046.380894303,8338.65,260126.63,305303.29
2022-08-06,1-7,360,415027.7343236438,17987.78,34735.9,23819.05
2022-08-06,15-29,460,434979.587047107,30674.95,37689.14,13786.52
2022-08-06,30-44,438,446362.2694943987,50225.1,52345.17,6555.67
2022-08-06,45-59,300,361335.3902317426,49561.78,49311.31,3406.51
2022-08-06,60-74,167,226741.8477753186,37705.11,36690.93,1131.99
2022-08-06,75-90,51,69063.9278932871,13307.22,12958.68,79.1
2022-08-06,8-14,247,265392.3207117522,10215.27,20921.97,11959.02
2022-08-06,Current,4029,4788544.561375326,5013.32,249388.5,295479.91
2022-08-07,1-7,364,419928.851173842,18015.26,34203.32,24147.61
2022-08-07,15-29,385,367792.8156564136,24280.03,32544.16,13128.95
2022-08-07,30-44,486,496874.9299817575,53525.54,54858.54,7455.56
2022-08-07,45-59,326,380042.3850236614,51589.07,50901.41,3528.36
2022-08-07,60-74,174,232006.0210723568,38172,37353.79,1371.94
2022-08-07,75-90,55,78982.6974522343,15143.58,14795.04,79.1
2022-08-07,8-14,244,262015.1125195264,10221.15,20812.15,11831.46
2022-08-07,Current,4004,4731775.003643915,4418.01,248573.19,295388.76
2022-08-08,1-7,355,398457.750653041,17677.75,33547.62,22719.93
2022-08-08,15-29,378,362020.2485688413,24058.1,32308.8,12796.5
2022-08-08,30-44,405,409874.9141302491,42824.51,46053.71,6976.63
2022-08-08,45-59,391,442482.6574744241,58492.83,57537.51,4344.21
2022-08-08,60-74,190,255137.4818215014,41342.88,40843.78,1488.18
2022-08-08,75-90,60,86693.5086501556,16524.92,16416.65,235.65
2022-08-08,8-14,243,259330.0281274133,10347.85,20651.83,11538.68
2022-08-08,Current,3983,4678240.759951847,3920.46,257490.96,300187.18
2022-08-09,1-7,313,357236.8426956733,14234.19,33234.23,20718.53
2022-08-09,15-29,400,376104.3507036149,24675.68,37451.85,13970.09
2022-08-09,30-44,408,408568.3140634471,42715.32,48466.12,6805.95
2022-08-09,45-59,323,356520.1519847837,45669.73,48493.22,3392.26
2022-08-09,60-74,255,338785.688635986,54315.61,55702.45,2478.03
2022-08-09,75-90,65,92903.9242909506,17482.97,17781.23,315.55
2022-08-09,8-14,267,299929.730285888,13576.29,24738.43,11522.12
2022-08-09,Current,3958,4621059.004647309,3169.29,279086.75,302294.59
2022-08-10,1-7,296,339394.5727599971,13170.67,32437.74,20280.78
2022-08-10,15-29,393,374748.8162118056,24257.43,37724.65,14210.53
2022-08-10,30-44,425,427787.2889138716,45172.77,51429.63,7655.62
2022-08-10,45-59,324,353494.3588052723,45594.58,48058.36,3246.06
2022-08-10,60-74,222,298325.1712246396,47589.12,48787.51,2438.75
2022-08-10,75-90,96,131641.9601066536,24295.42,24629.36,354.83
2022-08-10,8-14,274,315544.5215322227,14716.63,26810.67,12400.39
2022-08-10,Current,3952,4599310.955055245,2959.94,281005.33,304655.25
2022-08-11,1-7,247,273684.5706106032,8290.78,26531.42,19301.89
2022-08-11,15-29,402,385875.1945420787,25411.56,38623.95,14161.77
2022-08-11,30-44,415,414257.1855025222,44045.62,49980.98,7532.77
2022-08-11,45-59,335,368854.9444442129,47830.89,50679.11,3630.4
2022-08-11,60-74,221,297045.4743020262,47877.11,49125.16,2463.75
2022-08-11,75-90,96,130144.9794065761,24063.23,24278.32,354.83
2022-08-11,8-14,327,381921.5215934066,19938.76,34078.02,15032.06
2022-08-11,Current,3933,4574682.237922364,4111.83,280839.02,308405.83
2022-08-12,1-7,220,235540.3954506132,9144.82,21479.87,14904.41
2022-08-12,15-29,405,392444.7374772599,27727.76,37580.52,13499.87
2022-08-12,30-44,415,408123.1751424429,44994.4,49796.11,7613.56
2022-08-12,45-59,333,371942.7356731941,50233.92,51515.76,3714.65
2022-08-12,60-74,221,295021.5927956387,49233.19,48968,2424.13
2022-08-12,75-90,94,129032.7281291219,24538.51,24075.61,354.83
2022-08-12,8-14,303,357034.2338424193,21652.52,33006.06,14832.91
2022-08-12,Current,3955,4541784.417645379,7120.26,291737.99,341386.21
2022-08-13,1-7,276,282136.4072030636,9272.81,24555.58,21724.59
2022-08-13,15-29,490,492699.3533882412,33591.83,45771.33,18885.81
2022-08-13,30-44,423,411893.8015120214,45203.01,49308.05,7649.62
2022-08-13,45-59,339,374913.7035730585,50111.54,51539.96,3892.85
2022-08-13,60-74,227,300171.394751871,50174.44,49515.73,2496.12
2022-08-13,75-90,100,137537.3461284116,26114.44,25583.59,354.83
2022-08-13,8-14,292,353154.072230212,17904.34,33030.39,16109.76
2022-08-13,Current,3788,4342438.194758461,3505.71,278855.29,328450.19
2022-08-14,1-7,271,278209.9145953688,9158.22,24035.75,21747.62
2022-08-14,15-29,400,424012.6806652706,27553.76,38873.47,16484.08
2022-08-14,30-44,489,460240.9930063974,48507.35,53584.28,10202.37
2022-08-14,45-59,351,379364.1002586729,50162.26,51290.59,4046.44
2022-08-14,60-74,240,325413.8851886529,53719.67,53114.59,2628.01
2022-08-14,75-90,104,139321.5738971079,26403.69,25872.84,354.83
2022-08-14,8-14,294,351949.9825483,17853.88,32574.86,15755.06
2022-08-14,Current,3776,4311909.5940010045,3291.74,278813.54,329971.88
2022-08-15,1-7,257,265937.0958140851,9062.03,23472.92,19755
2022-08-15,15-29,392,414580.6610245436,27026.21,38478.17,16027.24
2022-08-15,30-44,385,370655.7774558145,38146.22,43002.38,8750.58
